         48591972 function calls (47954037 primitive calls) in 579.909 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       32    0.000    0.000    0.000    0.000 transforms.py:312(xmax)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
     10/2    0.000    0.000    0.000    0.000 module.py:1845(state_dict)
      132    0.000    0.000    0.000    0.000 representer.py:147(represent_str)
       29    0.000    0.000    0.000    0.000 glob.py:141(_iterdir)
        1    0.000    0.000    0.000    0.000 _ndarray.py:184(ndarray)
       10    0.000    0.000    0.000    0.000 config.py:273(__call__)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
        1    0.000    0.000    0.000    0.000 collections.py:27(Collection)
        1    0.000    0.000    0.000    0.000 spaces.py:1(<module>)
      151    0.000    0.000    0.000    0.000 libintmath.py:353(ifac)
        1    0.000    0.000    0.000    0.000 subclass_utils.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:76(wrap)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequence.py:1(<module>)
      263    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
        1    0.000    0.000    0.000    0.000 ansi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1239(BackendIndex)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
      316    0.000    0.000    0.000    0.000 rcsetup.py:878(_convert_validator_spec)
       34    0.000    0.000    0.000    0.000 generic.py:13611(make_doc)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:43(Instruction)
        1    0.000    0.000    0.000    0.000 model.py:2541(parse)
       80    0.000    0.000    0.000    0.000 basic.py:162(__new__)
      134    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 vmap.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _internal.py:872(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 datapipe.py:35(IterDataPipe)
        1    0.000    0.000    0.000    0.000 package_exporter.py:182(PackageExporter)
        1    0.000    0.000    0.000    0.000 annotations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2734(__init__)
        1    0.000    0.000    0.000    0.000 trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
        1    0.000    0.000    0.000    0.000 parser.py:139(parse_implicit_document_start)
       76    0.000    0.000    0.000    0.000 ImagePalette.py:87(getdata)
       48    0.000    0.000    0.000    0.000 symbol.py:254(_sanitize)
      573    0.000    0.000    0.000    0.000 registration.py:71(__init__)
        8    0.000    0.000    0.000    0.000 missing.py:184(_isna)
     1268    0.000    0.000    0.000    0.000 inspect.py:3036(return_annotation)
       18    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
       41    0.000    0.000    0.000    0.000 stride_tricks.py:416(_broadcast_shape)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:101(TensorKey)
        2    0.000    0.000    0.000    0.000 ticker.py:2034(set_params)
        1    0.000    0.000    0.000    0.000 vector_list_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 curve.py:1(<module>)
     1352    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       53    0.000    0.000    0.000    0.000 registration.py:124(__post_init__)
       70    0.000    0.000    0.000    0.000 lines.py:1231(set_markerfacecoloralt)
      108    0.000    0.000    0.000    0.000 __init__.py:1298(is_interactive)
        6    0.000    0.000    0.000    0.000 patches.py:2271(<listcomp>)
        4    0.000    0.000    0.000    0.000 win32.py:114(winapi_test)
        1    0.000    0.000    0.000    0.000 mathml.py:1(<module>)
      461    0.000    0.000    0.000    0.000 typing.py:1706(__eq__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
       20    0.000    0.000    0.000    0.000 _tensor.py:241(_typed_storage)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:7(_ExtractModuleReferences)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:1(<module>)
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:941(update)
        1    0.000    0.000    0.000    0.000 axis.py:596(Axis)
        1    0.000    0.000    0.000    0.000 series_class.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.gif_encoder}
        1    0.000    0.000    0.000    0.000 contour.py:72(ContourLabeler)
      322    0.000    0.000    0.000    0.000 typing.py:911(__hash__)
      346    0.000    0.000    0.000    0.000 inspect.py:2465(<lambda>)
       10    0.000    0.000    0.000    0.000 {method 'uniform_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:5(_delvewheel_patch_1_5_4)
        6    0.000    0.000    0.000    0.000 ticker.py:1633(nonsingular)
     1123    0.000    0.000    0.000    0.000 font_manager.py:655(get_family)
        1    0.000    0.000    0.000    0.000 _base.py:3588(set_xlim)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
       91    0.000    0.000    0.000    0.000 enum.py:358(__init__)
      172    0.000    0.000    0.000    0.000 {built-in method torch._C.isSubtypeOf}
        1    0.000    0.000    0.000    0.000 utils.py:73(<dictcomp>)
       11    0.000    0.000    0.000    0.000 cbook.py:229(_connect_picklable)
        1    0.000    0.000    0.000    0.000 lambda_reward.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:615(RangeSlider)
        1    0.000    0.000    0.000    0.000 model.py:2469(parse)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
     1189    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
        1    0.000    0.000    0.000    0.000 schemas.py:666(AOTConfig)
       17    0.000    0.000    0.000    0.000 ctx_iv.py:407(_mpq)
        1    0.000    0.000    0.000    0.000 utils.py:127(FileManager)
        1    0.000    0.000    0.000    0.000 _creation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nn_module.py:1(<module>)
      151    0.000    0.000    0.000    0.000 misc.py:501(as_int)
        1    0.000    0.000    0.000    0.000 profiler.py:69(_KinetoProfile)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
      527    0.000    0.000    0.000    0.000 typing.py:2648(final)
        1    0.000    0.000    0.000    0.000 symbolic_opset14.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gruntz.py:1(<module>)
       19    0.000    0.000    0.000    0.000 artist.py:24(_prevent_rasterization)
       70    0.000    0.000    0.000    0.000 lines.py:1065(set_drawstyle)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
        1    0.000    0.000    0.000    0.000 patches.py:3086(ArrowStyle)
     1135    0.000    0.000    0.000    0.000 font_manager.py:700(get_size)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 _internal.py:37(LogRegistry)
       87    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       76    0.000    0.000    0.000    0.000 ImageSequence.py:54(__next__)
      133    0.000    0.000    0.000    0.000 artist.py:269(convert_xunits)
        1    0.000    0.000    0.000    0.000 period.py:121(PeriodArray)
        1    0.000    0.000    0.000    0.000 core.py:456(DebugActions)
       36    0.000    0.000    0.000    0.000 inspect.py:391(_has_code_flag)
        1    0.000    0.000    0.000    0.000 widgets.py:1341(TextBox)
      790    0.000    0.000    0.000    0.000 utils.py:45(<genexpr>)
      380    0.000    0.000    0.000    0.000 typing.py:465(__repr__)
        3    0.000    0.000    0.000    0.000 __init__.py:3176(__init__)
        8    0.000    0.000    0.000    0.000 _contextlib.py:69(context_decorator)
        4    0.000    0.000    0.000    0.000 symbol.py:344(__xnew_cached_)
       32    0.000    0.000    0.000    0.000 colors.py:497(<setcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
       74    0.000    0.000    0.000    0.000 transforms.py:2255(get_affine)
     1088    0.000    0.000    0.000    0.000 font_manager.py:671(get_style)
      243    0.000    0.000    0.000    0.000 reader.py:94(prefix)
        1    0.000    0.000    0.000    0.000 _base.py:3766(set_ybound)
        2    0.000    0.000    0.000    0.000 mpelements.py:47(__init__)
       52    0.000    0.000    0.000    0.000 calendar.py:60(__getitem__)
       10    0.000    0.000    0.000    0.000 enum.py:1505(__or__)
       10    0.000    0.000    0.000    0.000 representer.py:191(represent_list)
        3    0.000    0.000    0.000    0.000 win.py:94(name_from_string)
        2    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 von_mises.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:321(DistributedDataParallel)
        1    0.000    0.000    0.000    0.000 fileopener.py:1(<module>)
       70    0.000    0.000    0.000    0.000 lines.py:1359(set_dash_joinstyle)
        1    0.000    0.000    0.000    0.000 package_importer.py:47(PackageImporter)
        1    0.000    0.000    0.000    0.000 frame_stack.py:1(<module>)
       95    0.000    0.000    0.000    0.000 accessor.py:94(_create_delegator_property)
      163    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
      208    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 combinatorics.py:17(SamplerIterDataPipe)
       11    0.000    0.000    0.000    0.000 patches.py:347(set_facecolor)
      325    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        1    0.000    0.000    0.000    0.000 helpers.py:1031(<listcomp>)
       22    0.000    0.000    0.000    0.000 c10d_logger.py:71(_exception_logger)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(ParseBaseException)
      192    0.000    0.000    0.000    0.000 _binary.py:99(o16le)
      596    0.000    0.000    0.000    0.000 enum.py:442(<genexpr>)
     1057    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      154    0.000    0.000    0.000    0.000 text.py:1192(set_x)
       20    0.000    0.000    0.000    0.000 {built-in method torch.zeros_like}
        6    0.000    0.000    0.000    0.000 abc.py:32(_register)
        1    0.000    0.000    0.000    0.000 pixel_observation.py:16(PixelObservationWrapper)
       44    0.000    0.000    0.000    0.000 results.py:554(copy)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
       36    0.000    0.000    0.000    0.000 ImagePalette.py:114(_new_color_index)
      709    0.000    0.000    0.000    0.000 font_manager.py:1145(score_style)
       12    0.000    0.000    0.000    0.000 transforms.py:1872(inverted)
     1088    0.000    0.000    0.000    0.000 font_manager.py:692(get_stretch)
        1    0.000    0.000    0.000    0.000 powerset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:99(_populate)
      585    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
        9    0.000    0.000    0.000    0.000 PngImagePlugin.py:944(load_prepare)
        2    0.000    0.000    0.000    0.000 {built-in method nt.open}
        1    0.000    0.000    0.000    0.000 {built-in method torch._ops.prims.}
       30    0.000    0.000    0.000    0.000 parameter.py:34(__new__)
      316    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        4    0.000    0.000    0.000    0.000 colors.py:1679(_make_norm_from_scale)
     1022    0.000    0.000    0.000    0.000 artist.py:293(axes)
       57    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.new}
      265    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
       12    0.000    0.000    0.000    0.000 win32.py:115(<genexpr>)
        1    0.000    0.000    0.000    0.000 results.py:17(_ParseResultsWithOffset)
       73    0.000    0.000    0.000    0.000 axis.py:786(get_transform)
      169    0.000    0.000    0.000    0.000 core.py:2383(__new__)
        7    0.000    0.000    0.000    0.000 core.py:5840(__add__)
      448    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
    68/33    0.000    0.000    0.000    0.000 fake_impls.py:130(impl_decorator)
       13    0.000    0.000    0.000    0.000 __init__.py:2436(pack_configure)
        1    0.000    0.000    0.000    0.000 symbolic_opset17.py:1(<module>)
       21    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
       37    0.000    0.000    0.000    0.000 text.py:890(get_unitless_position)
        1    0.000    0.000    0.000    0.000 _reductions_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 win.py:71(load_name)
        1    0.000    0.000    0.000    0.000 constant.py:1(<module>)
       11    0.000    0.000    0.000    0.000 patches.py:340(_set_facecolor)
        7    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
       72    0.000    0.000    0.000    0.000 scanner.py:295(save_possible_simple_key)
        1    0.000    0.000    0.000    0.000 colors.py:78(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dirichlet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 recording.py:71(ShapeEnvEvent)
       26    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      270    0.000    0.000    0.000    0.000 _decorators.py:343(doc)
     1088    0.000    0.000    0.000    0.000 font_manager.py:677(get_variant)
       93    0.000    0.000    0.000    0.000 __init__.py:404(_from_text)
        2    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:360(LightSource)
